sentence,pattern,cmi,num_switches,language_tags
hum work from home kar raha hoon raat ko,everyday_conversation,0.333,2,HI EN EN EN HI HI HI HI HI
The review got check thodi der mein,english_matrix_hindi_np,0.429,1,EN EN EN EN HI HI HI
Thursday ko 3 PM tak submit karna hai,numerical_entity,0.375,3,EN HI EN EN HI HI HI HI
hum work from home kar raha hoon aaj shaam ko,everyday_conversation,0.300,2,HI EN EN EN HI HI HI HI HI HI
Mera feature kaam nahi kar raha,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
Please send me the code review baad mein,english_matrix_hindi_np,0.250,1,EN EN EN EN EN EN HI HI
Tera status thodi si viral ho gaya,hindi_matrix_english_np,0.286,4,HI EN HI HI EN HI HI
Let's discuss this do din mein after the update,english_matrix_hindi_np,0.333,2,EN EN EN HI HI HI EN EN EN
The update is not working. Kya karein ab,inter_sentential,0.375,1,EN EN EN EN EN HI HI HI
"sach mein , main yeh channel finish kar dunga",tag_switching,0.444,2,HI HI EN EN EN EN HI HI HI
Mera playlist khatam ho gaya,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
Naya show aa gaya hai,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
"acha , main yeh password finish kar dunga",tag_switching,0.500,2,HI EN EN EN EN HI HI HI
"Sach mein, this idea ne mujhe zyada khush kar diya",emotional_expression,0.200,2,HI HI EN EN HI HI HI HI HI HI
Ab main use save kar lunga,intraword,0.167,2,HI HI HI EN HI HI
"Yaar, use forward kar de na",intraword,0.167,2,HI HI EN HI HI HI
The review got discuss agli baar,english_matrix_hindi_np,0.333,1,EN EN EN EN HI HI
Wednesday ko 2:30 PM tak submit karna hai,numerical_entity,0.375,3,EN HI EN EN HI HI HI HI
This gym is random . Mujhe nahi pasand,inter_sentential,0.375,1,EN EN EN EN EN HI HI HI
Kal party mein itna fun tha,everyday_conversation,0.333,4,HI EN HI HI EN HI
Tumhara vibe mujhe mil gaya,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
main pehle share karke aata hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Could you please update the one-on-one abhi tak chahiye,english_matrix_hindi_np,0.333,1,EN EN EN EN EN EN HI HI HI
"Usne follow kar diya, ab kya karein",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
team standup Friday evening ko 2 PM par hai,numerical_entity,0.333,3,EN EN EN EN HI EN EN HI HI
This lunch is slow . Mujhe nahi pasand,inter_sentential,0.375,1,EN EN EN EN EN HI HI HI
Make sure you fix the report kal,english_matrix_hindi_np,0.143,1,EN EN EN EN EN EN HI
Mera post khatam ho gaya,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
Please yeh escalate mat karo pehle,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
"Honestly, main yeh lecture se thak gaya hoon",tag_switching,0.250,3,EN HI HI EN HI HI HI HI
"mera dost return karna hai yeh, size sahi nahi hai",everyday_conversation,0.200,4,HI HI EN HI HI HI EN HI HI HI
"Honestly, main yeh vlog se thak gaya hoon",tag_switching,0.250,3,EN HI HI EN HI HI HI HI
main pehle install karke aata hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Itna stress hai is hafte se,emotional_expression,0.167,2,HI EN HI HI HI HI
"meri friend cab book kar liya, parso aa jaega",everyday_conversation,0.111,2,HI HI EN HI HI HI HI HI HI
Samajh nahi aa raha. The charger keeps giving errors,inter_sentential,0.444,1,HI HI HI HI EN EN EN EN EN
"mera bhai return karna hai yeh, size sahi nahi hai",everyday_conversation,0.200,4,HI HI EN HI HI HI EN HI HI HI
Aaj raat exam ka plan kya hai,hindi_matrix_english_np,0.143,2,HI HI EN HI HI HI HI
Kal meeting hai. Make sure you post the budget,inter_sentential,0.333,1,HI HI HI EN EN EN EN EN EN
This password is optional . Mujhe nahi pasand,inter_sentential,0.375,1,EN EN EN EN EN HI HI HI
Kal ka proposal aaj hai,hindi_matrix_english_np,0.200,2,HI HI EN HI HI
"The follow-up was random , suno",tag_switching,0.167,1,EN EN EN EN EN HI
main khush hoon . The weekend was really optional,inter_sentential,0.333,1,HI HI HI EN EN EN EN EN EN
Tumhara delivery mujhe mil gaya,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
"sun na , this coffee needs to be confirm baad mein",tag_switching,0.364,2,HI HI EN EN EN EN EN EN EN HI HI
Aaj ka meeting cancel ho gaya,hindi_matrix_english_np,0.167,2,HI HI EN HI HI HI
Mera follow-up abhi bhi pending hai,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
Aaj ka sprint cancel ho gaya,hindi_matrix_english_np,0.167,2,HI HI EN HI HI HI
Maine use block kar diya,intraword,0.200,2,HI HI EN HI HI
main Slack pe 5 PM available hoon,numerical_entity,0.429,4,HI EN HI EN EN HI HI
main pehle download karke aata hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
The laptop is not working. Kya karein ab,inter_sentential,0.375,1,EN EN EN EN EN HI HI HI
"Yaar, use download kar de na",intraword,0.167,2,HI HI EN HI HI HI
Kal ka client call parso hai,hindi_matrix_english_np,0.333,2,HI HI EN EN HI HI
"waise , I can't believe this routine itna lamba tha",emotional_expression,0.400,2,HI EN EN EN EN EN EN HI HI HI
Please yeh call mat karo pehle,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
"dekho , main yeh routine finish kar dunga",tag_switching,0.500,2,HI EN EN EN EN HI HI HI
Tune mujhe zoom kiya kya,intraword,0.200,2,HI HI EN HI HI
Itna stress hai raat ko se,emotional_expression,0.167,2,HI EN HI HI HI HI
upload karna padega usse,intraword,0.250,1,EN HI HI HI
"main share karta hoon, tum dekho",hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
Tune mujhe react kiya kya,intraword,0.200,2,HI HI EN HI HI
yeh sunke bura laga . I didn't expect the diet itna achha hoga,emotional_expression,0.462,2,HI HI HI HI EN EN EN EN EN EN HI HI HI
Yeh naya app itna useful hai,everyday_conversation,0.333,4,HI HI EN HI EN HI
"theek hai , I can't believe this diet itna lamba tha",emotional_expression,0.455,2,HI HI EN EN EN EN EN EN HI HI HI
mera bhai gym jaana zyada mushkil ho gaya hai,everyday_conversation,0.111,2,HI HI EN HI HI HI HI HI HI
Tuesday ko 4:30 PM tak submit karna hai,numerical_entity,0.375,3,EN HI EN EN HI HI HI HI
Please yeh connect mat karo kal,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
"Main diet pe hoon, isliye dessert nahi lunga",everyday_conversation,0.250,4,HI EN HI HI HI EN HI HI
Usne mujhe repost kar diya,intraword,0.200,2,HI HI EN HI HI
Kya tune use zoom kar diya,intraword,0.167,2,HI HI HI EN HI HI
Yeh download karna zaroori hai,hindi_matrix_english_verb,0.200,2,HI EN HI HI HI
main khush hoon after the subscription,emotional_expression,0.500,1,HI HI HI EN EN EN
"I'll check it pehle , don't worry",english_matrix_hindi_np,0.143,2,EN EN EN HI EN EN EN
Tune use screenshot kiya kya,intraword,0.200,2,HI HI EN HI HI
Is Tuesday ko chhutti hai kya,numerical_entity,0.167,2,HI EN HI HI HI HI
"mera bhai return karna hai yeh, size sahi nahi hai",everyday_conversation,0.200,4,HI HI EN HI HI HI EN HI HI HI
Jaldi se watch kar do,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
I finished the pull request . bahut zyada acha laga,inter_sentential,0.400,1,EN EN EN EN EN EN HI HI HI HI
Tera profile ekdum viral ho gaya,hindi_matrix_english_np,0.333,4,HI EN HI EN HI HI
Mera follow-up abhi bhi pending hai,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
"I'll download it kal , don't worry",english_matrix_hindi_np,0.143,2,EN EN EN HI EN EN EN
"haan , can you reset this kal ?",tag_switching,0.250,3,HI EN EN EN EN EN HI EN
"arre , the status is simple",tag_switching,0.167,1,HI EN EN EN EN EN
I finished the sprint . thodi si acha laga,inter_sentential,0.444,1,EN EN EN EN EN HI HI HI HI
Aaj traffic kaafi bad tha,everyday_conversation,0.400,4,HI EN HI EN HI
"I'll watch it pehle , don't worry",english_matrix_hindi_np,0.143,2,EN EN EN HI EN EN EN
"Pehle handle karo, phir baat karte hain",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
"sach mein , the proposal is terrible",tag_switching,0.286,1,HI HI EN EN EN EN EN
Sunday ko 4 PM se 6 PM wala slot available hai,numerical_entity,0.455,5,EN HI EN EN HI EN EN HI HI HI HI
Gmail pe 12 PM par milte hain,numerical_entity,0.429,3,EN HI EN EN HI HI HI
Maine use scroll kar diya,intraword,0.200,2,HI HI EN HI HI
"acha , I can't believe this delivery itna lamba tha",emotional_expression,0.400,2,HI EN EN EN EN EN EN HI HI HI
Next next Monday ko interview hai,numerical_entity,0.333,3,EN EN EN HI EN HI
Please send me the update parso,english_matrix_hindi_np,0.167,1,EN EN EN EN EN HI
Aaj ka feedback bahut lamba tha,hindi_matrix_english_np,0.167,2,HI HI EN HI HI HI
Let's discuss this pehle after the follow-up,english_matrix_hindi_np,0.143,2,EN EN EN HI EN EN EN
"I'll fix it kal , don't worry",english_matrix_hindi_np,0.143,2,EN EN EN HI EN EN EN
30th din bacha hai deadline tak,numerical_entity,0.167,1,EN HI HI HI HI HI
"matlab , can you comment this baad mein ?",tag_switching,0.333,3,HI EN EN EN EN EN HI HI EN
I have a class baad mein . hum ready hoon,inter_sentential,0.400,5,EN EN EN EN HI HI EN HI EN HI
Yeh reschedule karna zaroori hai,hindi_matrix_english_verb,0.200,2,HI EN HI HI HI
thak gaya hoon after the lunch,emotional_expression,0.500,1,HI HI HI EN EN EN
hum work from home kar raha hoon thodi der mein,everyday_conversation,0.300,2,HI EN EN EN HI HI HI HI HI HI
Itna stress hai agli baar se,emotional_expression,0.167,2,HI EN HI HI HI HI
main khush hoon after the plan,emotional_expression,0.500,1,HI HI HI EN EN EN
budget Tuesday ko 30th ko reschedule ho gaya,numerical_entity,0.375,3,EN EN HI EN HI HI HI HI
Isko connect karna hai thodi der mein,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Maine use record kar diya,intraword,0.200,2,HI HI EN HI HI
"I'll review it abhi , don't worry",english_matrix_hindi_np,0.143,2,EN EN EN HI EN EN EN
"toh , main yeh stream finish kar dunga",tag_switching,0.500,2,HI EN EN EN EN HI HI HI
Kya tum follow kar sakte ho,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Samajh nahi aa raha. The bug keeps giving errors,inter_sentential,0.444,1,HI HI HI HI EN EN EN EN EN
"The sprint was important , acha",tag_switching,0.167,1,EN EN EN EN EN HI
Yeh kaam ho gaya. Now let's focus on the playlist,inter_sentential,0.400,1,HI HI HI HI EN EN EN EN EN EN
"dekho , main yeh profile finish kar dunga",tag_switching,0.500,2,HI EN EN EN EN HI HI HI
main Notion pe 2:30 PM available hoon,numerical_entity,0.429,4,HI EN HI EN EN HI HI
this Sunday ko 9:30 AM se 9:30 AM wala slot available hai,numerical_entity,0.500,5,EN EN HI EN EN HI EN EN HI HI HI HI
"hum zoom call pe tha, connection baar baar jaata tha",everyday_conversation,0.300,4,HI EN EN HI HI EN HI HI HI HI
"arre , let's just share it parso",tag_switching,0.286,2,HI EN EN EN EN EN HI
We need to subscribe this kal,english_matrix_hindi_np,0.167,1,EN EN EN EN EN HI
Yeh sale mein thoda good deals the,everyday_conversation,0.429,4,HI EN HI HI EN EN HI
The roadmap got postpone is hafte,english_matrix_hindi_np,0.333,1,EN EN EN EN HI HI
Yeh workout thoda tough tha,everyday_conversation,0.400,4,HI EN HI EN HI
Yeh subscribe karna itna mushkil nahi hai,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Unhone sab ko download kar liya,intraword,0.167,2,HI HI HI EN HI HI
Tune mujhe unfollow kiya kya,intraword,0.200,2,HI HI EN HI HI
Aaj ka Notion wala one-on-one aaj shift ho gaya,numerical_entity,0.222,4,HI HI EN HI EN HI HI HI HI
"Aaj internet thodi si slow hai, kaam nahi ho raha",everyday_conversation,0.200,4,HI EN HI HI EN HI HI HI HI HI
main use unfollow kar dunga,intraword,0.200,2,HI HI EN HI HI
Saturday ko 10:30 AM tak submit karna hai,numerical_entity,0.375,3,EN HI EN EN HI HI HI HI
Kya tum finalize kar sakte ho,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Is dessert ki wajah se late ho gaya,hindi_matrix_english_np,0.125,2,HI EN HI HI HI HI HI HI
main Google Drive pe 5 PM available hoon,numerical_entity,0.500,4,HI EN EN HI EN EN HI HI
"theek hai , I think the review is short",tag_switching,0.222,1,HI HI EN EN EN EN EN EN EN
"Sach keh raha hoon, this subscription best hai",emotional_expression,0.250,2,HI HI HI HI EN EN HI HI
mera bhai story dekh ke kaafi khush ho gaya,hindi_matrix_english_np,0.111,2,HI HI EN HI HI HI HI HI HI
Kya tum update kar sakte ho,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
We need to google this aaj,english_matrix_hindi_np,0.167,1,EN EN EN EN EN HI
Kal party mein zyada fun tha,everyday_conversation,0.333,4,HI EN HI HI EN HI
Yeh workout itna tough tha,everyday_conversation,0.400,4,HI EN HI EN HI
"acha , main yeh episode finish kar dunga",tag_switching,0.500,2,HI EN EN EN EN HI HI HI
"Sach keh raha hoon, this weekend best hai",emotional_expression,0.250,2,HI HI HI HI EN EN HI HI
Maine use upload kar diya,intraword,0.200,2,HI HI EN HI HI
Ab main use unfriend kar lunga,intraword,0.167,2,HI HI HI EN HI HI
Yeh workout zyada tough tha,everyday_conversation,0.400,4,HI EN HI EN HI
Samajh nahi aa raha. The server keeps giving errors,inter_sentential,0.444,1,HI HI HI HI EN EN EN EN EN
yeh sunke bura laga . The weekend was really difficult,inter_sentential,0.400,1,HI HI HI HI EN EN EN EN EN EN
Can you follow this pehle ?,english_matrix_hindi_np,0.167,2,EN EN EN EN HI EN
Usne mujhe zoom kar diya,intraword,0.200,2,HI HI EN HI HI
"Honestly, main yeh team standup se thak gaya hoon",tag_switching,0.333,3,EN HI HI EN EN HI HI HI HI
"bata na , can you search this aaj ?",tag_switching,0.333,3,HI HI EN EN EN EN EN HI EN
sprint Saturday ko 9:30 AM par hai,numerical_entity,0.429,3,EN EN HI EN EN HI HI
The team standup got cancelled. hum khush hoon,inter_sentential,0.375,1,EN EN EN EN EN HI HI HI
Is Friday evening ko chhutti hai kya,numerical_entity,0.286,2,HI EN EN HI HI HI HI
Bahut thak gaya hoon. This party is not helping,inter_sentential,0.444,1,HI HI HI HI EN EN EN EN EN
Samajh nahi aa raha. The deployment keeps giving errors,inter_sentential,0.444,1,HI HI HI HI EN EN EN EN EN
main Gmail pe 2:30 PM available hoon,numerical_entity,0.429,4,HI EN HI EN EN HI HI
tum idea dekh ke zyada khush ho gaya,emotional_expression,0.125,2,HI EN HI HI HI HI HI HI
Please send me the one-on-one parso,english_matrix_hindi_np,0.167,1,EN EN EN EN EN HI
"hum return karna hai yeh, size sahi nahi hai",everyday_conversation,0.222,4,HI EN HI HI HI EN HI HI HI
Maine use crop kar diya,intraword,0.200,2,HI HI EN HI HI
main yeh delegate karna chahta hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Next Wednesday ko interview hai,numerical_entity,0.400,3,EN EN HI EN HI
"suno , I can't believe this routine itna lamba tha",emotional_expression,0.400,2,HI EN EN EN EN EN EN HI HI HI
mera dost lunch ke liye kahan chalein kal,everyday_conversation,0.125,2,HI HI EN HI HI HI HI HI
"Sach keh raha hoon, this problem best hai",emotional_expression,0.250,2,HI HI HI HI EN EN HI HI
"theek hai , I can't believe this problem itna lamba tha",emotional_expression,0.455,2,HI HI EN EN EN EN EN EN HI HI HI
Yeh gym ka kya plan hai,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
"Main diet pe hoon, isliye dessert nahi lunga",everyday_conversation,0.250,4,HI EN HI HI HI EN HI HI
"acha , the meal prep is complicated",tag_switching,0.143,1,HI EN EN EN EN EN EN
"waise , let's just search it kal",tag_switching,0.286,2,HI EN EN EN EN EN HI
"Pehle prioritize karo, phir baat karte hain",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Yeh kaam ho gaya. Now let's focus on the series,inter_sentential,0.400,1,HI HI HI HI EN EN EN EN EN EN
Unhone sab ko mute kar liya,intraword,0.167,2,HI HI HI EN HI HI
Let's discuss this aaj shaam ko after the presentation,english_matrix_hindi_np,0.333,2,EN EN EN HI HI HI EN EN EN
Is show ki wajah se late ho gaya,hindi_matrix_english_np,0.125,2,HI EN HI HI HI HI HI HI
Tuesday ko 4:30 PM tak submit karna hai,numerical_entity,0.375,3,EN HI EN EN HI HI HI HI
yeh Google Drive wala meeting baad mein tha,numerical_entity,0.375,4,HI EN EN HI EN HI HI HI
tag karna padega usse,intraword,0.250,1,EN HI HI HI
"matlab , this meeting needs to be finalize aaj",tag_switching,0.222,2,HI EN EN EN EN EN EN EN HI
"Sach mein, this lunch ne mujhe bahut zyada khush kar diya",emotional_expression,0.182,2,HI HI EN EN HI HI HI HI HI HI HI
Kal party mein bahut zyada fun tha,everyday_conversation,0.286,4,HI EN HI HI HI EN HI
Kya tune use save kar diya,intraword,0.167,2,HI HI HI EN HI HI
Usne mujhe record kar diya,intraword,0.200,2,HI HI EN HI HI
one-on-one Sunday ko 2 PM par hai,numerical_entity,0.429,3,EN EN HI EN EN HI HI
Please send me the budget kal,english_matrix_hindi_np,0.167,1,EN EN EN EN EN HI
"Kal flight hai, hum packing nahi ki abhi tak",everyday_conversation,0.111,2,HI EN HI HI HI HI HI HI HI
"Main diet pe hoon, isliye dessert nahi lunga",everyday_conversation,0.250,4,HI EN HI HI HI EN HI HI
mera bhai smoothie lena bhool gaya,hindi_matrix_english_np,0.167,2,HI HI EN HI HI HI
"ek kaam karo , let's just share it baad mein",tag_switching,0.500,2,HI HI HI EN EN EN EN EN HI HI
"arre , can you post this kal ?",tag_switching,0.250,3,HI EN EN EN EN EN HI EN
Let's discuss this aaj after the feedback,english_matrix_hindi_np,0.143,2,EN EN EN HI EN EN EN
Yeh project ka kya plan hai,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
Unhone sab ko like kar liya,intraword,0.167,2,HI HI HI EN HI HI
1st tak payment kar dena,numerical_entity,0.200,1,EN HI HI HI HI
Bahut thak gaya hoon. This song is not helping,inter_sentential,0.444,1,HI HI HI HI EN EN EN EN EN
mera bhai follow dekh ke thoda khush ho gaya,hindi_matrix_english_np,0.111,2,HI HI EN HI HI HI HI HI HI
"mera dost password bhool gaya, ab kya karoon",everyday_conversation,0.125,2,HI HI EN HI HI HI HI HI
Slack pe 11 AM par milte hain,numerical_entity,0.429,3,EN HI EN EN HI HI HI
March 15 din bacha hai deadline tak,numerical_entity,0.286,1,EN EN HI HI HI HI HI
Yeh sale mein ekdum good deals the,everyday_conversation,0.429,4,HI EN HI HI EN EN HI
"main stream karta hoon, tum dekho",hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
Yeh google karna zaroori hai,hindi_matrix_english_verb,0.200,2,HI EN HI HI HI
"theek hai , this sprint needs to be reschedule abhi",tag_switching,0.300,2,HI HI EN EN EN EN EN EN EN HI
We need to upload this pehle,english_matrix_hindi_np,0.167,1,EN EN EN EN EN HI
"Sach mein, this routine ne mujhe kaafi khush kar diya",emotional_expression,0.200,2,HI HI EN EN HI HI HI HI HI HI
budget this Sunday ko 3 PM par hai,numerical_entity,0.375,3,EN EN EN HI EN EN HI HI
Please send me the project baad mein,english_matrix_hindi_np,0.286,1,EN EN EN EN EN HI HI
"Sach keh raha hoon, this trip best hai",emotional_expression,0.250,2,HI HI HI HI EN EN HI HI
"dekho , the diet is optional",tag_switching,0.167,1,HI EN EN EN EN EN
